uniprotkb_A	uniprotkb_B	gene_symbol_A	gene_symbol_B	interaction_detection_method	publication_first_author	publication_year	publication_identifier	interaction_type	interaction_identifier	intact_miscore
Q93009	Q99496	USP7	RNF2	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055065	0.59
Q93009	Q06587	USP7	RING1	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055047	0.54
P51784	Q06587	USP11	RING1	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055095	0.54
P51784	Q99496	USP11	RNF2	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055125	0.59
Q06587	P51784	RING1	USP11	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055143	0.54
Q06587	Q93009	RING1	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055143	0.54
Q9HC52	Q93009	CBX8	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055196	0.62
Q9HC52	P51784	CBX8	USP11	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055196	0.59
Q99496	Q93009	RNF2	USP7	MI:0007	Maertens	2010	20601937	MI:0914	EBI-8055178	0.59
Q99496	P51784	RNF2	USP11	MI:0007	Maertens	2010	20601937	MI:0914	EBI-8055178	0.59
P35226	Q93009	BMI1	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055232	0.65
P35226	P51784	BMI1	USP11	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055232	0.65
Q93009	P35226	USP7	BMI1	MI:0007	Maertens	2010	20601937	MI:0914	EBI-8055250	0.65
Q93009	Q9HC52	USP7	CBX8	MI:0007	Maertens	2010	20601937	MI:0914	EBI-8055250	0.62
Q93009	P51784	USP7	USP11	MI:0007	Maertens	2010	20601937	MI:0914	EBI-8055250	0.56
P35227	Q93009	PCGF2	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055214	0.59
P35227	P51784	PCGF2	USP11	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055214	0.59
P51784	Q9HC52	USP11	CBX8	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055275	0.59
Q06587	Q93009	RING1	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055328	0.54
P51784	Q06587	USP11	RING1	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055346	0.54
Q9HC52	Q93009	CBX8	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055293	0.62
Q99496	Q93009	RNF2	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055364	0.59
P51784	Q99496	USP11	RNF2	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055411	0.59
Q93009	O95931	USP7	CBX7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055429	0.40
P51784	O95931	USP11	CBX7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055447	0.40
O95503	P51784	CBX6	USP11	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055483	0.40
O95503	Q93009	CBX6	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055465	0.40
O00257	Q93009	CBX4	USP7	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055519	0.40
O00257	P51784	CBX4	USP11	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055537	0.40
Q93009	Q14781	USP7	CBX2	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055555	0.40
P51784	Q14781	USP11	CBX2	MI:0007	Maertens	2010	20601937	MI:0915	EBI-8055573	0.40
P35226	Q9HC52	BMI1	CBX8	MI:0027	Maertens	2010	20601937	MI:0403	EBI-8055600	0.87
P35226	P35227	BMI1	PCGF2	MI:0027	Maertens	2010	20601937	MI:0403	EBI-8055600	0.46
P35226	Q06587	BMI1	RING1	MI:0027	Maertens	2010	20601937	MI:0403	EBI-8055600	0.91
P35226	P20226	BMI1	TBP	MI:0027	Maertens	2010	20601937	MI:0403	EBI-8055600	0.35
P35226	P51784	BMI1	USP11	MI:0027	Maertens	2010	20601937	MI:0403	EBI-8055600	0.65
P35226	Q93009	BMI1	USP7	MI:0027	Maertens	2010	20601937	MI:0403	EBI-8055600	0.65
Q93009	Q9HC52	USP7	CBX8	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055637	0.62
Q9HC52	P51784	CBX8	USP11	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055673	0.59
P51784	P35227	USP11	PCGF2	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055829	0.59
Q93009	Q9HC52	USP7	CBX8	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055814	0.62
P35226	P51784	BMI1	USP11	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055865	0.65
P35227	Q93009	PCGF2	USP7	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055847	0.59
Q93009	P35226	USP7	BMI1	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055880	0.65
P51784	Q06587	USP11	RING1	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055913	0.54
Q93009	Q06587	USP7	RING1	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055928	0.54
P51784	Q99496	USP11	RNF2	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055943	0.59
Q93009	Q99496	USP7	RNF2	MI:0096	Maertens	2010	20601937	MI:0407	EBI-8055958	0.59
P35226	O95503	BMI1	CBX6	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.66
P35226	O00257	BMI1	CBX4	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.74
P35226	Q9HC52	BMI1	CBX8	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.87
P35226	Q06587	BMI1	RING1	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.91
P35226	P62805	BMI1	HIST1H4A	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.35
P35226	Q8NDX5	BMI1	PHC3	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.53
P35226	Q99496	BMI1	RNF2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.90
P35226	P51784	BMI1	USP11	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.65
P35226	O76075	BMI1	DFFB	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.35
P35226	Q8IY57	BMI1	YAF2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.35
P35226	Q14781	BMI1	CBX2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.64
P35226	P78364	BMI1	PHC1	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.53
P35226	Q8IXK0	BMI1	PHC2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.74
P35226	Q8N488	BMI1	RYBP	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.35
P35226	Q9ULT8	BMI1	HECTD1	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056000	0.35
P35227	O00257	PCGF2	CBX4	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.53
P35227	P0CG48	PCGF2	UBC	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.50
P35227	Q06587	PCGF2	RING1	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.75
P35227	Q14781	PCGF2	CBX2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.53
P35227	Q99496	PCGF2	RNF2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.77
P35227	P51784	PCGF2	USP11	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.59
P35227	Q8IY57	PCGF2	YAF2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.35
P35227	Q8NDX5	PCGF2	PHC3	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.53
P35227	Q8IXK0	PCGF2	PHC2	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.76
P35227	Q9HC52	PCGF2	CBX8	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.77
P35227	P78364	PCGF2	PHC1	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.53
P35227	Q93009	PCGF2	USP7	MI:0676	Maertens	2010	20601937	MI:0914	EBI-8056057	0.59
P35226	O95931	BMI1	CBX7	MI:0071	Maertens	2010	20601937	MI:0914	EBI-8056133	0.83
P35226	Q9HC52	BMI1	CBX8	MI:0071	Maertens	2010	20601937	MI:0914	EBI-8056133	0.87
P35226	P35227	BMI1	PCGF2	MI:0071	Maertens	2010	20601937	MI:0914	EBI-8056133	0.46
P35226	P51784	BMI1	USP11	MI:0071	Maertens	2010	20601937	MI:0914	EBI-8056133	0.65
P35226	Q93009	BMI1	USP7	MI:0071	Maertens	2010	20601937	MI:0914	EBI-8056133	0.65
Q9HC52	Q93009	CBX8	USP7	MI:0006	Maertens	2010	20601937	MI:0914	EBI-8056270	0.62
Q9HC52	P20226	CBX8	TBP	MI:0006	Maertens	2010	20601937	MI:0914	EBI-8056270	0.35
Q9HC52	P51784	CBX8	USP11	MI:0006	Maertens	2010	20601937	MI:0914	EBI-8056270	0.59
Q9HC52	P35226	CBX8	BMI1	MI:0006	Maertens	2010	20601937	MI:0914	EBI-8056270	0.87
P0CG48	P35227	UBC	PCGF2	MI:0096	Maertens	2010	20601937	MI:0915	EBI-8056482	0.50
Q06587	P0CG48	RING1	UBC	MI:0096	Maertens	2010	20601937	MI:0915	EBI-8056573	0.40
P35226	P0CG48	BMI1	UBC	MI:0096	Maertens	2010	20601937	MI:0915	EBI-8056555	0.59
P31946	Q96TC7	YWHAB	RMDN3	MI:0096	Yu	2008	18771726	MI:0914	EBI-8066327	0.78
Q96TC7	P61981	RMDN3	YWHAG	MI:0096	Yu	2008	18771726	MI:0914	EBI-8066340	0.76
P62258	Q13671	YWHAE	RIN1	MI:0018	Wang	2002	11784866	MI:0915	EBI-8074142	0.37
P61981	P04637	YWHAG	TP53	MI:0053	Rajagopalan	2008	18812399	MI:0914	EBI-8076582	0.64
P61981	P04637	YWHAG	TP53	MI:0053	Rajagopalan	2008	18812399	MI:0914	EBI-8076569	0.64
P04637	P62258	TP53	YWHAE	MI:0053	Rajagopalan	2008	18812399	MI:0914	EBI-8076595	0.35
P61981	O14757	YWHAG	CHEK1	MI:0019	Kasahara	2010	20639859	MI:0915	EBI-8082176	0.60
O14757	P61981	CHEK1	YWHAG	MI:0019	Kasahara	2010	20639859	MI:0915	EBI-8082213	0.60
P61981	O14757	YWHAG	CHEK1	MI:0019	Kasahara	2010	20639859	MI:0915	EBI-8082191	0.60
P61981	O14757	YWHAG	CHEK1	MI:0096	Kasahara	2010	20639859	MI:0915	EBI-8082332	0.60
P61981	O14757	YWHAG	CHEK1	MI:0096	Kasahara	2010	20639859	MI:0407	EBI-8082314	0.60
P31946	O14757	YWHAB	CHEK1	MI:0096	Kasahara	2010	20639859	MI:0915	EBI-8082394	0.40
O14757	P61981	CHEK1	YWHAG	MI:0096	Kasahara	2010	20639859	MI:0915	EBI-8082376	0.60
P61981	O14757	YWHAG	CHEK1	MI:0096	Kasahara	2010	20639859	MI:0915	EBI-8082354	0.60
O14757	P63104	CHEK1	YWHAZ	MI:0096	Kasahara	2010	20639859	MI:0915	EBI-8082412	0.40
P61981	P61981	YWHAG	YWHAG	MI:0096	Kasahara	2010	20639859	MI:0915	EBI-8082430	0.40
O14757	Q8WXE1	CHEK1	ATRIP	MI:0416	Kasahara	2010	20639859	MI:0403	EBI-8082520	0.27
P15927	O14757	RPA2	CHEK1	MI:0416	Kasahara	2010	20639859	MI:0403	EBI-8082540	0.27
P04049	P63104	RAF1	YWHAZ	MI:0114	Molzan	2010	20679480	MI:0914	EBI-8103085	0.95
P15144	P31947	ANPEP	SFN	MI:0096	Ghaffari	2010	20699358	MI:0914	EBI-8153938	0.35
Q9HC77	P61981	CENPJ	YWHAG	MI:0019	Chen	2006	16516142	MI:0914	EBI-8156647	0.55
P63104	Q9UK53	YWHAZ	ING1	MI:0019	Gong	2006	16581770	MI:0914	EBI-8286167	0.35
Q9UK53	Q04917	ING1	YWHAH	MI:0019	Gong	2006	16581770	MI:0914	EBI-8286340	0.35
Q9UK53	P31946	ING1	YWHAB	MI:0019	Gong	2006	16581770	MI:0914	EBI-8286251	0.35
P61981	Q9UK53	YWHAG	ING1	MI:0019	Gong	2006	16581770	MI:0914	EBI-8286381	0.35
P62258	Q9UK53	YWHAE	ING1	MI:0019	Gong	2006	16581770	MI:0914	EBI-8286291	0.35
Q9UK53	P27348	ING1	YWHAQ	MI:0019	Gong	2006	16581770	MI:0914	EBI-8286464	0.35
P31947	Q9UK53	SFN	ING1	MI:0019	Gong	2006	16581770	MI:0914	EBI-8286394	0.35
P49815	P63104	TSC2	YWHAZ	MI:0096	Cai	2006	16636147	MI:0914	EBI-8490588	0.90
P49815	P63104	TSC2	YWHAZ	MI:0096	Cai	2006	16636147	MI:0914	EBI-8490601	0.90
P63104	Q00536	YWHAZ	CDK16	MI:0096	Graeser	2002	12154078	MI:0914	EBI-8502130	0.53
P30305	P61981	CDC25B	YWHAG	MI:0019	Uchida	2006	16672277	MI:0914	EBI-8506525	0.35
P31946	P30305	YWHAB	CDC25B	MI:0019	Uchida	2006	16672277	MI:0914	EBI-8506512	0.81
Q04917	P30305	YWHAH	CDC25B	MI:0019	Uchida	2006	16672277	MI:0914	EBI-8506551	0.63
P30305	P63104	CDC25B	YWHAZ	MI:0019	Uchida	2006	16672277	MI:0914	EBI-8506564	0.86
P30305	P31947	CDC25B	SFN	MI:0019	Uchida	2006	16672277	MI:0914	EBI-8506538	0.56
P63104	P49815	YWHAZ	TSC2	MI:0096	Nellist	2002	12176984	MI:0914	EBI-8508621	0.90
P04049	P63104	RAF1	YWHAZ	MI:0107	Fischer	2009	19049963	MI:0914	EBI-8512211	0.95
P31946	P19634	YWHAB	SLC9A1	MI:0019	Maekawa	2006	16717153	MI:0914	EBI-8529837	0.68
P10636	P63104	MAPT	YWHAZ	MI:0019	Sluchanko	2009	19138662	MI:0914	EBI-8544869	0.72
P31947	P56524	SFN	HDAC4	MI:0018	Backs	2006	16767219	MI:0915	EBI-8548489	0.68
P31947	P56524	SFN	HDAC4	MI:0018	Backs	2006	16767219	MI:0915	EBI-8548513	0.68
P62258	Q99759	YWHAE	MAP3K3	MI:0019	Adams	2002	12392720	MI:0914	EBI-8551206	0.67
P63104	O75030	YWHAZ	MITF	MI:0096	Bronisz	2006	16822840	MI:0914	EBI-8561163	0.35
P29353	P63104	SHC1	YWHAZ	MI:0019	Barry	2009	19218246	MI:0914	EBI-8567667	0.53
Q04917	Q96B36	YWHAH	AKT1S1	MI:0096	Kovacina	2003	12524439	MI:0914	EBI-8583858	0.53
P31946	Q13309	YWHAB	SKP2	MI:0019	Lin	2009	19270694	MI:0914	EBI-8584898	0.35
P30304	P27348	CDC25A	YWHAQ	MI:0019	Madlener	2009	19289404	MI:0914	EBI-8594524	0.35
P31946	P49815	YWHAB	TSC2	MI:0019	Li	2003	12582162	MI:0914	EBI-8598911	0.93
P27348	Q9UBF8	YWHAQ	PI4KB	MI:0096	Hausser	2006	16912074	MI:0914	EBI-8609365	0.69
P27348	P04049	YWHAQ	RAF1	MI:0096	Michaud	1995	7760835	MI:0914	EBI-8615815	0.74
P31946	P04049	YWHAB	RAF1	MI:0018	Li	1995	7882972	MI:0915	EBI-8624695	0.93
P27348	P22681	YWHAQ	CBL	MI:0019	Liu	1997	9092538	MI:0914	EBI-8627617	0.76
P27348	P22681	YWHAQ	CBL	MI:0019	Liu	1997	9092538	MI:0914	EBI-8627630	0.76
P31946	P04049	YWHAB	RAF1	MI:0018	Fantl	1994	7935795	MI:0915	EBI-8627791	0.93
P04049	P63104	RAF1	YWHAZ	MI:0369	Fantl	1994	7935795	MI:0915	EBI-8627813	0.95
P31946	P26045	YWHAB	PTPN3	MI:0096	Zhang	1997	9341175	MI:0914	EBI-8628056	0.56
P31946	P26045	YWHAB	PTPN3	MI:0096	Zhang	1997	9341175	MI:0914	EBI-8628069	0.56
P63104	P04049	YWHAZ	RAF1	MI:0096	Fu	1994	7939632	MI:0914	EBI-8628307	0.95
P04049	P31946	RAF1	YWHAB	MI:0018	Freed	1994	8085158	MI:0915	EBI-8638127	0.93
P63104	P04049	YWHAZ	RAF1	MI:0018	Freed	1994	8085158	MI:0915	EBI-8638140	0.95
P63104	P30305	YWHAZ	CDC25B	MI:0096	Bulavin	2003	12766774	MI:0914	EBI-8650231	0.86
P63104	P04049	YWHAZ	RAF1	MI:0081	Muslin	1996	8601312	MI:0914	EBI-8670711	0.95
P22681	P27348	CBL	YWHAQ	MI:0019	Liu	1996	8663231	MI:0914	EBI-8682982	0.76
P35222	Q9Y297	CTNNB1	BTRC	MI:0007	Godin	2010	20531388	MI:0915	EBI-8010996	0.81
Q9Y297	P35222	BTRC	CTNNB1	MI:0006	Godin	2010	20531388	MI:0915	EBI-8011116	0.81
Q9H8E8	Q8IYH5	CSRP2BP	ZZZ3	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036506	0.35
Q9H8E8	Q96ES7	CSRP2BP	CCDC101	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036506	0.35
Q9H8E8	Q92830	CSRP2BP	KAT2A	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036506	0.35
O75478	Q96ES7	TADA2A	CCDC101	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036524	0.35
O75478	Q92830	TADA2A	KAT2A	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036524	0.53
O75478	Q8IYH5	TADA2A	ZZZ3	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036524	0.35
O75478	Q8IYH5	TADA2A	ZZZ3	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036574	0.35
O75478	Q92830	TADA2A	KAT2A	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036574	0.53
Q8IYH5	Q96ES7	ZZZ3	CCDC101	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036559	0.35
Q8IYH5	Q92830	ZZZ3	KAT2A	MI:0006	Orpinell	2010	20562830	MI:0914	EBI-8036559	0.50
Q8IYH5	Q92830	ZZZ3	KAT2A	MI:0006	Orpinell	2010	20562830	MI:0915	EBI-8036589	0.50
Q13330	Q92769	MTA1	HDAC2	MI:0006	Ohshiro	2010	20651739	MI:0915	EBI-8089990	0.74
Q13191	P46109	CBLB	CRKL	MI:0019	Elly	1999	10022120	MI:0914	EBI-6932994	0.62
P46109	Q13191	CRKL	CBLB	MI:0019	Elly	1999	10022120	MI:0914	EBI-6933012	0.62
O43597	P22681	SPRY2	CBL	MI:0019	Fong	2003	12815057	MI:0914	EBI-6946863	0.86
Q5SQ64	P62993	LY6G6F	GRB2	MI:0096	De	2003	12852788	MI:0914	EBI-6963787	0.46
Q5SQ64	Q14451	LY6G6F	GRB7	MI:0096	De	2003	12852788	MI:0914	EBI-6963850	0.46
Q5SQ64	P62993	LY6G6F	GRB2	MI:0019	De	2003	12852788	MI:0914	EBI-6963817	0.46
Q5SQ64	Q14451	LY6G6F	GRB7	MI:0019	De	2003	12852788	MI:0914	EBI-6963868	0.46
Q06124	Q13480	PTPN11	GAB1	MI:0019	Nakaoka	2003	12855672	MI:0914	EBI-6964599	0.95
Q13480	Q06124	GAB1	PTPN11	MI:0019	Nakaoka	2003	12855672	MI:0914	EBI-6964632	0.95
P46108	P10721	CRK	KIT	MI:0096	Lennartsson	2003	12878163	MI:0914	EBI-6975295	0.59
P29350	P20138	PTPN6	CD33	MI:0096	Taylor	1999	10206955	MI:0914	EBI-6976099	0.77
P20138	Q06124	CD33	PTPN11	MI:0096	Taylor	1999	10206955	MI:0914	EBI-6976117	0.68
P20138	P29350	CD33	PTPN6	MI:0019	Taylor	1999	10206955	MI:0914	EBI-6976150	0.77
P20138	Q06124	CD33	PTPN11	MI:0019	Taylor	1999	10206955	MI:0914	EBI-6976168	0.68
Q9Y3P8	Q06124	SIT1	PTPN11	MI:0019	Marie	1999	10209036	MI:0914	EBI-6977211	0.46
Q9Y3P8	Q06124	SIT1	PTPN11	MI:0405	Marie	1999	10209036	MI:0914	EBI-6977314	0.46
P00533	P62993	EGFR	GRB2	MI:0019	Wunderlich	1999	10229072	MI:0914	EBI-6985992	0.98
P16333	Q13094	NCK1	LCP2	MI:0019	Wunderlich	1999	10229072	MI:0914	EBI-6986097	0.84
P16333	Q13094	NCK1	LCP2	MI:0019	Wunderlich	1999	10229072	MI:0914	EBI-6986079	0.84
P00533	P62993	EGFR	GRB2	MI:0096	Wunderlich	1999	10229072	MI:0914	EBI-6986019	0.98
P62993	P00533	GRB2	EGFR	MI:0405	Wunderlich	1999	10229072	MI:0914	EBI-6986046	0.98
Q9UIB8	O14796	CD84	SH2D1B	MI:0019	Tangye	2003	12928397	MI:0914	EBI-6997033	0.53
Q9UIB8	O14796	CD84	SH2D1B	MI:0019	Tangye	2003	12928397	MI:0914	EBI-6997069	0.53
O60880	Q9UIB8	SH2D1A	CD84	MI:0019	Tangye	2003	12928397	MI:0914	EBI-6997051	0.53
P15498	Q13094	VAV1	LCP2	MI:0096	Fang	1999	10347175	MI:0914	EBI-7003969	0.76
Q13094	P15498	LCP2	VAV1	MI:0096	Fang	1999	10347175	MI:0914	EBI-7003987	0.76
P09619	P27986	PDGFRB	PIK3R1	MI:0019	Kashishian	1992	1314164	MI:0914	EBI-7008408	0.95
P20936	P09619	RASA1	PDGFRB	MI:0019	Kashishian	1992	1314164	MI:0914	EBI-7008362	0.64
P27986	P09619	PIK3R1	PDGFRB	MI:0019	Kashishian	1992	1314164	MI:0914	EBI-7008426	0.95
P27986	P09619	PIK3R1	PDGFRB	MI:0013	Panayotou	1992	1330535	MI:0914	EBI-7010764	0.95
P09619	O00459	PDGFRB	PIK3R2	MI:0013	Panayotou	1992	1330535	MI:0914	EBI-7010782	0.35
P27986	P09619	PIK3R1	PDGFRB	MI:0016	Panayotou	1992	1330535	MI:0914	EBI-7010811	0.95
P27986	P09619	PIK3R1	PDGFRB	MI:0017	Panayotou	1992	1330535	MI:0914	EBI-7010840	0.95
P20936	P09619	RASA1	PDGFRB	MI:0019	Kazlauskas	1992	1375321	MI:0914	EBI-7020634	0.64
P10721	P27986	KIT	PIK3R1	MI:0019	Domchek	1992	1382595	MI:0914	EBI-7024207	0.77
P19174	P09619	PLCG1	PDGFRB	MI:0019	R	1992	1396585	MI:0914	EBI-7025440	0.74
P09619	P19174	PDGFRB	PLCG1	MI:0019	R	1992	1396585	MI:0914	EBI-7025474	0.74
Q14451	P10721	GRB7	KIT	MI:0096	Th	1999	10377264	MI:0914	EBI-7040960	0.59
P10721	P62993	KIT	GRB2	MI:0096	Th	1999	10377264	MI:0914	EBI-7040942	0.74
P10721	P62993	KIT	GRB2	MI:0096	Th	1999	10377264	MI:0914	EBI-7040994	0.74
P15311	P27986	EZR	PIK3R1	MI:0096	Gautreau	1999	10377409	MI:0914	EBI-7041892	0.35
P27986	P15498	PIK3R1	VAV1	MI:0096	Miletic	2006	17050525	MI:0914	EBI-7044114	0.35
P15498	P06239	VAV1	LCK	MI:0096	Miletic	2006	17050525	MI:0914	EBI-7044200	0.35
P06239	P15498	LCK	VAV1	MI:0096	Miletic	2006	17050525	MI:0914	EBI-7044269	0.35
P27986	P15498	PIK3R1	VAV1	MI:0096	Miletic	2006	17050525	MI:0914	EBI-7044218	0.35
P31994	P07948	FCGR2B	LYN	MI:0096	Koncz	1999	10382761	MI:0914	EBI-7044322	0.35
Q06124	P31994	PTPN11	FCGR2B	MI:0096	Koncz	1999	10382761	MI:0914	EBI-7044438	0.35
P31994	P29353	FCGR2B	SHC1	MI:0096	Koncz	1999	10382761	MI:0914	EBI-7044405	0.35
Q92835	P31994	INPP5D	FCGR2B	MI:0096	Koncz	1999	10382761	MI:0914	EBI-7044456	0.56
Q99665	O14543	IL12RB2	SOCS3	MI:0096	Yamamoto	2003	14559241	MI:0914	EBI-7045626	0.35
O15117	P06241	FYB	FYN	MI:0096	Raab	1999	10409671	MI:0914	EBI-7057077	0.82
P35568	P27986	IRS1	PIK3R1	MI:0018	Kaihara	2003	14632132	MI:0915	EBI-7060927	0.92
Q99665	Q14765	IL12RB2	STAT4	MI:0096	Yao	1999	10415122	MI:0914	EBI-7061070	0.53
O60674	O14543	JAK2	SOCS3	MI:0096	Sasaki	1999	10421843	MI:0914	EBI-7063073	0.35
O15524	O60674	SOCS1	JAK2	MI:0018	Sasaki	1999	10421843	MI:0915	EBI-7063141	0.37
Q7Z6A9	P29350	BTLA	PTPN6	MI:0019	Gavrieli	2003	14652006	MI:0914	EBI-7064404	0.35
Q06124	Q7Z6A9	PTPN11	BTLA	MI:0019	Gavrieli	2003	14652006	MI:0914	EBI-7064438	0.35
Q7Z6A9	Q06124	BTLA	PTPN11	MI:0019	Gavrieli	2003	14652006	MI:0914	EBI-7064474	0.35
Q7Z6A9	P29350	BTLA	PTPN6	MI:0019	Gavrieli	2003	14652006	MI:0914	EBI-7064456	0.35
P29353	Q02763	SHC1	TEK	MI:0019	Audero	2004	14665640	MI:0914	EBI-7067751	0.46
P29353	Q02763	SHC1	TEK	MI:0096	Audero	2004	14665640	MI:0914	EBI-7067781	0.46
O60880	Q13291	SH2D1A	SLAMF1	MI:0053	Li	2003	14674764	MI:0914	EBI-7068942	0.94
Q13322	P09619	GRB10	PDGFRB	MI:0096	Wang	1999	10454568	MI:0914	EBI-7075684	0.35
Q7Z698	P22681	SPRED2	CBL	MI:0019	Lock	2006	17094949	MI:0914	EBI-7082186	0.35
Q7Z698	P22681	SPRED2	CBL	MI:0019	Lock	2006	17094949	MI:0914	EBI-7082219	0.35
P27986	P29350	PIK3R1	PTPN6	MI:0096	Cuevas	1999	10488096	MI:0914	EBI-7086290	0.46
P29350	P27986	PTPN6	PIK3R1	MI:0019	Cuevas	1999	10488096	MI:0914	EBI-7086361	0.46
P12931	P56945	SRC	BCAR1	MI:0051	Lynch	1999	10542110	MI:0914	EBI-7119385	0.69
O14796	Q13291	SH2D1B	SLAMF1	MI:0096	Poy	1999	10549287	MI:0914	EBI-7130467	0.35
O60880	Q13291	SH2D1A	SLAMF1	MI:0096	Poy	1999	10549287	MI:0914	EBI-7130485	0.94
P03372	P12931	ESR1	SRC	MI:0096	Barletta	2004	14963108	MI:0914	EBI-7132054	0.71
P20138	P29350	CD33	PTPN6	MI:0019	Ulyanova	1999	10556798	MI:0914	EBI-7134960	0.77
P20138	P29350	CD33	PTPN6	MI:0019	Ulyanova	1999	10556798	MI:0914	EBI-7134998	0.77
P20138	P29350	CD33	PTPN6	MI:0415	Ulyanova	1999	10556798	MI:0914	EBI-7135045	0.77
P40763	P00533	STAT3	EGFR	MI:0096	Shao	2004	14966128	MI:0914	EBI-7135096	0.89
P40763	P00533	STAT3	EGFR	MI:0096	Shao	2004	14966128	MI:0914	EBI-7135114	0.89
Q13094	O15117	LCP2	FYB	MI:0019	Geng	1999	10570256	MI:0914	EBI-7148199	0.87
O15117	Q13094	FYB	LCP2	MI:0019	Geng	1999	10570256	MI:0914	EBI-7148232	0.87
P14784	P42229	IL2RB	STAT5A	MI:0096	Delespine	2000	10602027	MI:0914	EBI-7160285	0.35
P14784	P51692	IL2RB	STAT5B	MI:0096	Delespine	2000	10602027	MI:0914	EBI-7160303	0.35
Q13882	Q13882	PTK6	PTK6	MI:0107	Hong	2004	15056653	MI:0914	EBI-7162462	0.59
O95297	Q06124	MPZL1	PTPN11	MI:0019	Zhao	2000	10681522	MI:0914	EBI-7200895	0.56
